source_id,enabled,draft_year,adapter,league,season,stage,source_url,cache_path,source_label
2015-ushl-playoffs-goalies,true,2015,ushl,USHL,2014-15,playoffs,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=47&team=all&position=goalies&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=save_percentage&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2014_15_s47_playoffs_goalies.json,47:goalies
2015-ushl-playoffs-skaters,true,2015,ushl,USHL,2014-15,playoffs,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=47&team=all&position=skaters&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=points&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2014_15_s47_playoffs_skaters.json,47:skaters
2015-ushl-regular-goalies,true,2015,ushl,USHL,2014-15,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=45&team=all&position=goalies&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=save_percentage&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2014_15_s45_regular_goalies.json,45:goalies
2015-ushl-regular-skaters,true,2015,ushl,USHL,2014-15,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=45&team=all&position=skaters&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=points&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2014_15_s45_regular_skaters.json,45:skaters
2016-ohl-playoffs,false,2016,chl,OHL,2015-16,playoffs,https://chl.ca/ohl/stats/players/55/all/points,data/raw/cache/chl_stats/ohl_2015_16_s55_playoffs_players.html,chl
2016-ohl-regular,false,2016,chl,OHL,2015-16,regular,https://chl.ca/ohl/stats/players/54/all/points,data/raw/cache/chl_stats/ohl_2015_16_s54_regular_players.html,chl
2016-qmjhl-playoffs,false,2016,chl,QMJHL,2015-16,playoffs,https://chl.ca/lhjmq/en/stats/players/182/all/points,data/raw/cache/chl_stats/qmjhl_2015_16_s182_playoffs_players.html,chl
2016-qmjhl-regular,false,2016,chl,QMJHL,2015-16,regular,https://chl.ca/lhjmq/en/stats/players/181/all/points,data/raw/cache/chl_stats/qmjhl_2015_16_s181_regular_players.html,chl
2016-whl-playoffs,false,2016,chl,WHL,2015-16,playoffs,https://chl.ca/whl/stats/players/254/all/points,data/raw/cache/chl_stats/whl_2015_16_s254_playoffs_players.html,chl
2016-whl-regular,false,2016,chl,WHL,2015-16,regular,https://chl.ca/whl/stats/players/251/all/points,data/raw/cache/chl_stats/whl_2015_16_s251_regular_players.html,chl
2016-ushl-playoffs-goalies,true,2016,ushl,USHL,2015-16,playoffs,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=51&team=all&position=goalies&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=save_percentage&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2015_16_s51_playoffs_goalies.json,51:goalies
2016-ushl-playoffs-skaters,true,2016,ushl,USHL,2015-16,playoffs,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=51&team=all&position=skaters&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=points&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2015_16_s51_playoffs_skaters.json,51:skaters
2016-ushl-regular-goalies,true,2016,ushl,USHL,2015-16,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=48&team=all&position=goalies&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=save_percentage&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2015_16_s48_regular_goalies.json,48:goalies
2016-ushl-regular-skaters,true,2016,ushl,USHL,2015-16,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=48&team=all&position=skaters&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=points&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2015_16_s48_regular_skaters.json,48:skaters
2017-ohl-playoffs,false,2017,chl,OHL,2016-17,playoffs,https://chl.ca/ohl/stats/players/58/all/points,data/raw/cache/chl_stats/ohl_2016_17_s58_playoffs_players.html,chl
2017-ohl-regular,false,2017,chl,OHL,2016-17,regular,https://chl.ca/ohl/stats/players/56/all/points,data/raw/cache/chl_stats/ohl_2016_17_s56_regular_players.html,chl
2017-qmjhl-playoffs,false,2017,chl,QMJHL,2016-17,playoffs,https://chl.ca/lhjmq/en/stats/players/185/all/points,data/raw/cache/chl_stats/qmjhl_2016_17_s185_playoffs_players.html,chl
2017-qmjhl-regular,false,2017,chl,QMJHL,2016-17,regular,https://chl.ca/lhjmq/en/stats/players/184/all/points,data/raw/cache/chl_stats/qmjhl_2016_17_s184_regular_players.html,chl
2017-whl-playoffs,false,2017,chl,WHL,2016-17,playoffs,https://chl.ca/whl/stats/players/260/all/points,data/raw/cache/chl_stats/whl_2016_17_s260_playoffs_players.html,chl
2017-whl-regular,false,2017,chl,WHL,2016-17,regular,https://chl.ca/whl/stats/players/257/all/points,data/raw/cache/chl_stats/whl_2016_17_s257_regular_players.html,chl
2017-ushl-playoffs-goalies,true,2017,ushl,USHL,2016-17,playoffs,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=61&team=all&position=goalies&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=save_percentage&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2016_17_s61_playoffs_goalies.json,61:goalies
2017-ushl-playoffs-skaters,true,2017,ushl,USHL,2016-17,playoffs,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=61&team=all&position=skaters&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=points&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2016_17_s61_playoffs_skaters.json,61:skaters
2017-ushl-regular-goalies,true,2017,ushl,USHL,2016-17,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=58&team=all&position=goalies&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=save_percentage&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2016_17_s58_regular_goalies.json,58:goalies
2017-ushl-regular-skaters,true,2017,ushl,USHL,2016-17,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=58&team=all&position=skaters&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=points&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2016_17_s58_regular_skaters.json,58:skaters
2018-ohl-playoffs,false,2018,chl,OHL,2017-18,playoffs,https://chl.ca/ohl/stats/players/61/all/points,data/raw/cache/chl_stats/ohl_2017_18_s61_playoffs_players.html,chl
2018-ohl-regular,false,2018,chl,OHL,2017-18,regular,https://chl.ca/ohl/stats/players/60/all/points,data/raw/cache/chl_stats/ohl_2017_18_s60_regular_players.html,chl
2018-qmjhl-playoffs,false,2018,chl,QMJHL,2017-18,playoffs,https://chl.ca/lhjmq/en/stats/players/188/all/points,data/raw/cache/chl_stats/qmjhl_2017_18_s188_playoffs_players.html,chl
2018-qmjhl-regular,false,2018,chl,QMJHL,2017-18,regular,https://chl.ca/lhjmq/en/stats/players/187/all/points,data/raw/cache/chl_stats/qmjhl_2017_18_s187_regular_players.html,chl
2018-whl-playoffs,false,2018,chl,WHL,2017-18,playoffs,https://chl.ca/whl/stats/players/264/all/points,data/raw/cache/chl_stats/whl_2017_18_s264_playoffs_players.html,chl
2018-whl-regular,false,2018,chl,WHL,2017-18,regular,https://chl.ca/whl/stats/players/262/all/points,data/raw/cache/chl_stats/whl_2017_18_s262_regular_players.html,chl
2018-ushl-playoffs-goalies,true,2018,ushl,USHL,2017-18,playoffs,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=66&team=all&position=goalies&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=save_percentage&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2017_18_s66_playoffs_goalies.json,66:goalies
2018-ushl-playoffs-skaters,true,2018,ushl,USHL,2017-18,playoffs,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=66&team=all&position=skaters&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=points&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2017_18_s66_playoffs_skaters.json,66:skaters
2018-ushl-regular-goalies,true,2018,ushl,USHL,2017-18,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=62&team=all&position=goalies&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=save_percentage&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2017_18_s62_regular_goalies.json,62:goalies
2018-ushl-regular-skaters,true,2018,ushl,USHL,2017-18,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=62&team=all&position=skaters&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=points&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2017_18_s62_regular_skaters.json,62:skaters
2019-ohl-playoffs,false,2019,chl,OHL,2018-19,playoffs,https://chl.ca/ohl/stats/players/66/all/points,data/raw/cache/chl_stats/ohl_2018_19_s66_playoffs_players.html,chl
2019-ohl-regular,false,2019,chl,OHL,2018-19,regular,https://chl.ca/ohl/stats/players/63/all/points,data/raw/cache/chl_stats/ohl_2018_19_s63_regular_players.html,chl
2019-qmjhl-playoffs,false,2019,chl,QMJHL,2018-19,playoffs,https://chl.ca/lhjmq/en/stats/players/191/all/points,data/raw/cache/chl_stats/qmjhl_2018_19_s191_playoffs_players.html,chl
2019-qmjhl-regular,false,2019,chl,QMJHL,2018-19,regular,https://chl.ca/lhjmq/en/stats/players/190/all/points,data/raw/cache/chl_stats/qmjhl_2018_19_s190_regular_players.html,chl
2019-whl-playoffs,false,2019,chl,WHL,2018-19,playoffs,https://chl.ca/whl/stats/players/267/all/points,data/raw/cache/chl_stats/whl_2018_19_s267_playoffs_players.html,chl
2019-whl-regular,false,2019,chl,WHL,2018-19,regular,https://chl.ca/whl/stats/players/266/all/points,data/raw/cache/chl_stats/whl_2018_19_s266_regular_players.html,chl
2019-ushl-playoffs-goalies,true,2019,ushl,USHL,2018-19,playoffs,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=70&team=all&position=goalies&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=save_percentage&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2018_19_s70_playoffs_goalies.json,70:goalies
2019-ushl-playoffs-skaters,true,2019,ushl,USHL,2018-19,playoffs,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=70&team=all&position=skaters&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=points&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2018_19_s70_playoffs_skaters.json,70:skaters
2019-ushl-regular-goalies,true,2019,ushl,USHL,2018-19,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=67&team=all&position=goalies&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=save_percentage&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2018_19_s67_regular_goalies.json,67:goalies
2019-ushl-regular-skaters,true,2019,ushl,USHL,2018-19,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=67&team=all&position=skaters&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=points&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2018_19_s67_regular_skaters.json,67:skaters
2020-ohl-regular,false,2020,chl,OHL,2019-20,regular,https://chl.ca/ohl/stats/players/68/all/points,data/raw/cache/chl_stats/ohl_2019_20_s68_regular_players.html,chl
2020-qmjhl-playoffs,false,2020,chl,QMJHL,2019-20,playoffs,https://chl.ca/lhjmq/en/stats/players/194/all/points,data/raw/cache/chl_stats/qmjhl_2019_20_s194_playoffs_players.html,chl
2020-qmjhl-regular,false,2020,chl,QMJHL,2019-20,regular,https://chl.ca/lhjmq/en/stats/players/193/all/points,data/raw/cache/chl_stats/qmjhl_2019_20_s193_regular_players.html,chl
2020-whl-regular,false,2020,chl,WHL,2019-20,regular,https://chl.ca/whl/stats/players/270/all/points,data/raw/cache/chl_stats/whl_2019_20_s270_regular_players.html,chl
2020-ushl-regular-goalies,true,2020,ushl,USHL,2019-20,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=71&team=all&position=goalies&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=save_percentage&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2019_20_s71_regular_goalies.json,71:goalies
2020-ushl-regular-skaters,true,2020,ushl,USHL,2019-20,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=71&team=all&position=skaters&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=points&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2019_20_s71_regular_skaters.json,71:skaters
2021-qmjhl-playoffs,false,2021,chl,QMJHL,2020-21,playoffs,https://chl.ca/lhjmq/en/stats/players/197/all/points,data/raw/cache/chl_stats/qmjhl_2020_21_s197_playoffs_players.html,chl
2021-qmjhl-regular,false,2021,chl,QMJHL,2020-21,regular,https://chl.ca/lhjmq/en/stats/players/196/all/points,data/raw/cache/chl_stats/qmjhl_2020_21_s196_regular_players.html,chl
2021-whl-regular,false,2021,chl,WHL,2020-21,regular,https://chl.ca/whl/stats/players/273/all/points,data/raw/cache/chl_stats/whl_2020_21_s273_regular_players.html,chl
2021-ushl-playoffs-goalies,true,2021,ushl,USHL,2020-21,playoffs,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=75&team=all&position=goalies&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=save_percentage&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2020_21_s75_playoffs_goalies.json,75:goalies
2021-ushl-playoffs-skaters,true,2021,ushl,USHL,2020-21,playoffs,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=75&team=all&position=skaters&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=points&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2020_21_s75_playoffs_skaters.json,75:skaters
2021-ushl-regular-goalies,true,2021,ushl,USHL,2020-21,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=73&team=all&position=goalies&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=save_percentage&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2020_21_s73_regular_goalies.json,73:goalies
2021-ushl-regular-skaters,true,2021,ushl,USHL,2020-21,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=73&team=all&position=skaters&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=points&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2020_21_s73_regular_skaters.json,73:skaters
2022-ohl-playoffs,false,2022,chl,OHL,2021-22,playoffs,https://chl.ca/ohl/stats/players/71/all/points,data/raw/cache/chl_stats/ohl_2021_22_s71_playoffs_players.html,chl
2022-ohl-regular,false,2022,chl,OHL,2021-22,regular,https://chl.ca/ohl/stats/players/70/all/points,data/raw/cache/chl_stats/ohl_2021_22_s70_regular_players.html,chl
2022-qmjhl-playoffs,false,2022,chl,QMJHL,2021-22,playoffs,https://chl.ca/lhjmq/en/stats/players/200/all/points,data/raw/cache/chl_stats/qmjhl_2021_22_s200_playoffs_players.html,chl
2022-qmjhl-regular,false,2022,chl,QMJHL,2021-22,regular,https://chl.ca/lhjmq/en/stats/players/199/all/points,data/raw/cache/chl_stats/qmjhl_2021_22_s199_regular_players.html,chl
2022-whl-playoffs,false,2022,chl,WHL,2021-22,playoffs,https://chl.ca/whl/stats/players/277/all/points,data/raw/cache/chl_stats/whl_2021_22_s277_playoffs_players.html,chl
2022-whl-regular,false,2022,chl,WHL,2021-22,regular,https://chl.ca/whl/stats/players/275/all/points,data/raw/cache/chl_stats/whl_2021_22_s275_regular_players.html,chl
2022-ushl-playoffs-goalies,true,2022,ushl,USHL,2021-22,playoffs,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=78&team=all&position=goalies&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=save_percentage&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2021_22_s78_playoffs_goalies.json,78:goalies
2022-ushl-playoffs-skaters,true,2022,ushl,USHL,2021-22,playoffs,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=78&team=all&position=skaters&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=points&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2021_22_s78_playoffs_skaters.json,78:skaters
2022-ushl-regular-goalies,true,2022,ushl,USHL,2021-22,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=76&team=all&position=goalies&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=save_percentage&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2021_22_s76_regular_goalies.json,76:goalies
2022-ushl-regular-skaters,true,2022,ushl,USHL,2021-22,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=76&team=all&position=skaters&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=points&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2021_22_s76_regular_skaters.json,76:skaters
2023-ohl-playoffs,false,2023,chl,OHL,2022-23,playoffs,https://chl.ca/ohl/stats/players/74/all/points,data/raw/cache/chl_stats/ohl_2022_23_s74_playoffs_players.html,chl
2023-ohl-regular,false,2023,chl,OHL,2022-23,regular,https://chl.ca/ohl/stats/players/73/all/points,data/raw/cache/chl_stats/ohl_2022_23_s73_regular_players.html,chl
2023-qmjhl-playoffs,false,2023,chl,QMJHL,2022-23,playoffs,https://chl.ca/lhjmq/en/stats/players/203/all/points,data/raw/cache/chl_stats/qmjhl_2022_23_s203_playoffs_players.html,chl
2023-qmjhl-regular,false,2023,chl,QMJHL,2022-23,regular,https://chl.ca/lhjmq/en/stats/players/202/all/points,data/raw/cache/chl_stats/qmjhl_2022_23_s202_regular_players.html,chl
2023-whl-playoffs,false,2023,chl,WHL,2022-23,playoffs,https://chl.ca/whl/stats/players/280/all/points,data/raw/cache/chl_stats/whl_2022_23_s280_playoffs_players.html,chl
2023-whl-regular,false,2023,chl,WHL,2022-23,regular,https://chl.ca/whl/stats/players/279/all/points,data/raw/cache/chl_stats/whl_2022_23_s279_regular_players.html,chl
2023-ushl-playoffs-goalies,true,2023,ushl,USHL,2022-23,playoffs,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=81&team=all&position=goalies&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=save_percentage&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2022_23_s81_playoffs_goalies.json,81:goalies
2023-ushl-playoffs-skaters,true,2023,ushl,USHL,2022-23,playoffs,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=81&team=all&position=skaters&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=points&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2022_23_s81_playoffs_skaters.json,81:skaters
2023-ushl-regular-goalies,true,2023,ushl,USHL,2022-23,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=79&team=all&position=goalies&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=save_percentage&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2022_23_s79_regular_goalies.json,79:goalies
2023-ushl-regular-skaters,true,2023,ushl,USHL,2022-23,regular,https://lscluster.hockeytech.com/feed/index.php?feed=statviewfeed&view=players&season=79&team=all&position=skaters&rookies=0&statsType=standard&rosterstatus=&site_id=&first=0&limit=1000&sort=points&league_id=1&lang=en&division=-1&key=e828f89b243dc43f&client_code=ushl,data/raw/cache/ushl_stats/ushl_2022_23_s79_regular_skaters.json,79:skaters
2024-ohl-playoffs,false,2024,chl,OHL,2023-24,playoffs,https://chl.ca/ohl/stats/players/77/all/points,data/raw/cache/chl_stats/ohl_2023_24_s77_playoffs_players.html,chl
2024-ohl-regular,false,2024,chl,OHL,2023-24,regular,https://chl.ca/ohl/stats/players/76/all/points,data/raw/cache/chl_stats/ohl_2023_24_s76_regular_players.html,chl
2024-qmjhl-playoffs,false,2024,chl,QMJHL,2023-24,playoffs,https://chl.ca/lhjmq/en/stats/players/206/all/points,data/raw/cache/chl_stats/qmjhl_2023_24_s206_playoffs_players.html,chl
2024-qmjhl-regular,false,2024,chl,QMJHL,2023-24,regular,https://chl.ca/lhjmq/en/stats/players/205/all/points,data/raw/cache/chl_stats/qmjhl_2023_24_s205_regular_players.html,chl
2024-whl-playoffs,false,2024,chl,WHL,2023-24,playoffs,https://chl.ca/whl/stats/players/284/all/points,data/raw/cache/chl_stats/whl_2023_24_s284_playoffs_players.html,chl
2024-whl-regular,false,2024,chl,WHL,2023-24,regular,https://chl.ca/whl/stats/players/281/all/points,data/raw/cache/chl_stats/whl_2023_24_s281_regular_players.html,chl
